genes,,
Name,Symbol,Cross-references
phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,PIK3C2A,"Comparative Toxicogenomics Database:5286, Ensembl:ENSG00000011405, GenAtlas:PIK3C2A, GeneCard:PIK3C2A, HGNC:HGNC:8971, HumanCyc Gene:HS00315, ModBase:O00443, NCBI Gene:5286, OMIM:603601, RefSeq DNA:NT_009237, RefSeq Protein:NP_002636, RefSeq RNA:NM_002645, UCSC Genome Browser:NM_002645, UniProtKB:O00443"
phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,PIK3C2B,"Comparative Toxicogenomics Database:5287, Ensembl:ENSG00000133056, GenAtlas:PIK3C2B, GeneCard:PIK3C2B, HGNC:HGNC:8972, HumanCyc Gene:HS05725, ModBase:O00750, NCBI Gene:5287, OMIM:602838, RefSeq DNA:NT_004487, RefSeq Protein:NP_002637, RefSeq RNA:NM_002646, UCSC Genome Browser:NM_002646, UniProtKB:A2RUF7, UniProtKB:O00750"
phosphatidylinositol 3-kinase catalytic subunit type 3,PIK3C3,"Comparative Toxicogenomics Database:5289, Ensembl:ENSG00000078142, GenAtlas:PIK3C3, GeneCard:PIK3C3, HGNC:HGNC:8974, HumanCyc Gene:HS01275, ModBase:Q8NEB9, NCBI Gene:5289, OMIM:602609, RefSeq DNA:NT_010966, RefSeq Protein:NP_002638, RefSeq RNA:NM_002647, UCSC Genome Browser:NM_002647, UniProtKB:Q8NEB9"
"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",PIK3CA,"Comparative Toxicogenomics Database:5290, Ensembl:ENSG00000121879, GenAtlas:PIK3CA, GeneCard:PIK3CA, HGNC:HGNC:8975, HumanCyc Gene:HS04527, ModBase:P42336, NCBI Gene:5290, OMIM:114480, OMIM:114500, OMIM:114550, OMIM:137215, OMIM:162900, OMIM:171834, OMIM:182000, OMIM:211980, OMIM:604370, RefSeq DNA:NG_012113, RefSeq DNA:NT_005612, RefSeq Protein:NP_006209, RefSeq RNA:NM_006218, UCSC Genome Browser:NM_006218, UniProtKB:P42336"
"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",PIK3CB,"Comparative Toxicogenomics Database:5291, Ensembl:ENSG00000051382, GenAtlas:PIK3CB, GeneCard:PIK3CB, HGNC:HGNC:8976, HumanCyc Gene:HS00644, ModBase:P42338, NCBI Gene:5291, OMIM:602925, RefSeq DNA:NT_005612, RefSeq Protein:NP_006210, RefSeq RNA:NM_006219, UCSC Genome Browser:NM_006219, UniProtKB:P42338"
"Pim-1 proto-oncogene, serine/threonine kinase",PIM1,"Comparative Toxicogenomics Database:5292, Ensembl:ENSG00000137193, GenAtlas:PIM1, GeneCard:PIM1, HGNC:HGNC:8986, HumanCyc Gene:HS06287, ModBase:P11309, NCBI Gene:5292, OMIM:164960, RefSeq DNA:NT_007592, RefSeq Protein:NP_002639, RefSeq RNA:NM_002648, UCSC Genome Browser:NM_002648, UniProtKB:P11309"
"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",PIK3CD,"Comparative Toxicogenomics Database:5293, Ensembl:ENSG00000171608, GenAtlas:PIK3CD, GeneCard:PIK3CD, HGNC:HGNC:8977, HumanCyc Gene:HS10353, ModBase:O00329, NCBI Gene:5293, OMIM:602839, RefSeq DNA:NG_023434, RefSeq DNA:NT_021937, RefSeq Protein:NP_005017, RefSeq RNA:NM_005026, UCSC Genome Browser:NM_005026, UniProtKB:A7E2E0, UniProtKB:O00329"
phosphoinositide-3-kinase regulatory subunit 1,PIK3R1,"Comparative Toxicogenomics Database:5295, Ensembl:ENSG00000145675, GenAtlas:PIK3R1, GeneCard:PIK3R1, HGNC:HGNC:8979, HumanCyc Gene:HS07270, ModBase:P27986, NCBI Gene:5295, OMIM:171833, RefSeq DNA:NG_012849, RefSeq DNA:NT_006713, RefSeq Protein:NP_001229395, RefSeq Protein:NP_852556, RefSeq Protein:NP_852664, RefSeq Protein:NP_852665, RefSeq RNA:NM_001242466, RefSeq RNA:NM_181504, RefSeq RNA:NM_181523, RefSeq RNA:NM_181524, UCSC Genome Browser:NM_181504, UniProtKB:P27986"
phosphoinositide-3-kinase regulatory subunit 2,PIK3R2,"Comparative Toxicogenomics Database:5296, Ensembl:ENSG00000105647, GenAtlas:PIK3R2, GeneCard:PIK3R2, HGNC:HGNC:8980, HumanCyc Gene:HS02779, ModBase:O00459, NCBI Gene:5296, OMIM:603157, RefSeq DNA:NT_011295, RefSeq Protein:NP_005018, RefSeq RNA:NM_005027, UCSC Genome Browser:NM_005027, UniProtKB:O00459"
"acid phosphatase 2, lysosomal",ACP2,"Comparative Toxicogenomics Database:53, Ensembl:ENSG00000134575, GenAtlas:ACP2, GeneCard:ACP2, HGNC:HGNC:123, HumanCyc Gene:HS05889, ModBase:P11117, NCBI Gene:53, OMIM:171650, RefSeq DNA:NG_023296, RefSeq DNA:NT_009237, RefSeq Protein:NP_001124536, RefSeq Protein:NP_001601, RefSeq RNA:NM_001131064, RefSeq RNA:NM_001610, UCSC Genome Browser:NM_001610, UniProtKB:P11117"
"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",PIN1,"Comparative Toxicogenomics Database:5300, Ensembl:ENSG00000127445, GenAtlas:PIN1, GeneCard:PIN1, HGNC:HGNC:8988, HumanCyc Gene:HS05098, ModBase:Q13526, NCBI Gene:5300, OMIM:601052, RefSeq DNA:NT_011295, RefSeq Protein:NP_006212, RefSeq RNA:NM_006221, RefSeq RNA:NR_038422, RefSeq RNA:NR_038830, UCSC Genome Browser:NM_006221, UniProtKB:Q13526"
"peptidylprolyl cis/trans isomerase, NIMA-interacting 4",PIN4,"Comparative Toxicogenomics Database:5303, Ensembl:ENSG00000102309, GenAtlas:PIN4, GeneCard:PIN4, HGNC:HGNC:8992, HumanCyc Gene:HS02381, ModBase:Q9Y237, NCBI Gene:5303, OMIM:300252, RefSeq DNA:NG_016328, RefSeq DNA:NT_011669, RefSeq Protein:NP_001164218, RefSeq Protein:NP_006214, RefSeq RNA:NM_001170747, RefSeq RNA:NM_006223, RefSeq RNA:NR_033187, UCSC Genome Browser:NM_006223, UniProtKB:B3KXM0, UniProtKB:Q9Y237"
prolactin induced protein,PIP,"Comparative Toxicogenomics Database:5304, Ensembl:ENSG00000159763, GenAtlas:PIP, GeneCard:PIP, HGNC:HGNC:8993, HumanCyc Gene:HS08420, NCBI Gene:5304, OMIM:176720, RefSeq DNA:NT_007914, RefSeq DNA:NT_079596, RefSeq Protein:NP_002643, RefSeq RNA:NM_002652, UCSC Genome Browser:NM_002652, UniProtKB:P12273"
phosphatidylinositol transfer protein alpha,PITPNA,"Comparative Toxicogenomics Database:5306, Ensembl:ENSG00000174238, GenAtlas:PITPNA, GeneCard:PITPNA, HGNC:HGNC:9001, HumanCyc Gene:HS10779, ModBase:Q00169, NCBI Gene:5306, OMIM:600174, RefSeq DNA:NG_013017, RefSeq DNA:NT_010718, RefSeq Protein:NP_006215, RefSeq RNA:NM_006224, UCSC Genome Browser:NM_006224, UniProtKB:Q00169"
paired like homeodomain 1,PITX1,"Comparative Toxicogenomics Database:5307, Ensembl:ENSG00000069011, GenAtlas:PITX1, GeneCard:PITX1, HGNC:HGNC:9004, HumanCyc Gene:HS00952, ModBase:P78337, NCBI Gene:5307, OMIM:119800, OMIM:602149, RefSeq DNA:NG_012114, RefSeq DNA:NT_034772, RefSeq Protein:NP_002644, RefSeq RNA:NM_002653, UCSC Genome Browser:NM_002653, UniProtKB:P78337"
paired like homeodomain 2,PITX2,"Comparative Toxicogenomics Database:5308, Ensembl:ENSG00000164093, GenAtlas:PITX2, GeneCard:PITX2, HGNC:HGNC:9005, HumanCyc Gene:HS09009, ModBase:Q99697, NCBI Gene:5308, OMIM:137600, OMIM:180500, OMIM:180550, OMIM:601542, OMIM:604229, RefSeq DNA:NG_007120, RefSeq DNA:NT_016354, RefSeq Protein:NP_000316, RefSeq Protein:NP_001191326, RefSeq Protein:NP_001191327, RefSeq Protein:NP_001191328, RefSeq Protein:NP_700475, RefSeq Protein:NP_700476, RefSeq RNA:NM_000325, RefSeq RNA:NM_001204397, RefSeq RNA:NM_001204398, RefSeq RNA:NM_001204399, RefSeq RNA:NM_153426, RefSeq RNA:NM_153427, UCSC Genome Browser:NM_000325, UniProtKB:Q99697"
paired like homeodomain 3,PITX3,"Comparative Toxicogenomics Database:5309, Ensembl:ENSG00000107859, GenAtlas:PITX3, GeneCard:PITX3, HGNC:HGNC:9006, HumanCyc Gene:HS03038, ModBase:O75364, NCBI Gene:5309, OMIM:107250, OMIM:602669, OMIM:610623, RefSeq DNA:NG_008147, RefSeq DNA:NT_030059, RefSeq Protein:NP_005020, RefSeq RNA:NM_005029, UCSC Genome Browser:NM_005029, UniProtKB:O75364"
"polycystin 1, transient receptor potential channel interacting",PKD1,"Comparative Toxicogenomics Database:5310, Ensembl:ENSG00000008710, GenAtlas:PKD1, GeneCard:PKD1, HGNC:HGNC:9008, HumanCyc Gene:HS00254, ModBase:P98161, NCBI Gene:5310, OMIM:173900, OMIM:601313, RefSeq DNA:NG_008617, RefSeq DNA:NT_010393, RefSeq Protein:NP_000287, RefSeq Protein:NP_001009944, RefSeq RNA:NM_000296, RefSeq RNA:NM_001009944, UCSC Genome Browser:NM_000296, UniProtKB:P98161"
"polycystin 2, transient receptor potential cation channel",PKD2,"Comparative Toxicogenomics Database:5311, Ensembl:ENSG00000118762, GenAtlas:PKD2, GeneCard:PKD2, HGNC:HGNC:9009, HumanCyc Gene:HS04248, ModBase:Q13563, NCBI Gene:5311, OMIM:173910, OMIM:613095, RefSeq DNA:NG_008604, RefSeq DNA:NT_016354, RefSeq Protein:NP_000288, RefSeq RNA:NM_000297, UCSC Genome Browser:NM_000297, UniProtKB:Q13563"
PKHD1 ciliary IPT domain containing fibrocystin/polyductin,PKHD1,"Comparative Toxicogenomics Database:5314, Ensembl:ENSG00000170927, GenAtlas:PKHD1, GeneCard:PKHD1, HGNC:HGNC:9016, HumanCyc Gene:HS10210, ModBase:Q8TCZ9, NCBI Gene:5314, OMIM:263200, OMIM:606702, RefSeq DNA:NG_008753, RefSeq DNA:NT_007592, RefSeq Protein:NP_619639, RefSeq Protein:NP_733842, RefSeq RNA:NM_138694, RefSeq RNA:NM_170724, UCSC Genome Browser:NM_138694, UniProtKB:P08F94"
pyruvate kinase M1/2,PKM,"Comparative Toxicogenomics Database:5315, Ensembl:ENSG00000067225, GenAtlas:PKM2, GeneCard:PKM2, HGNC:HGNC:9021, HumanCyc Gene:HS00906, ModBase:P14618, NCBI Gene:5315, OMIM:179050, RefSeq DNA:NT_010194, RefSeq Protein:NP_001193725, RefSeq Protein:NP_001193726, RefSeq Protein:NP_001193727, RefSeq Protein:NP_001193728, RefSeq Protein:NP_002645, RefSeq Protein:NP_872270, RefSeq Protein:NP_872271, RefSeq RNA:NM_001206796, RefSeq RNA:NM_001206797, RefSeq RNA:NM_001206798, RefSeq RNA:NM_001206799, RefSeq RNA:NM_002654, RefSeq RNA:NM_182470, RefSeq RNA:NM_182471, UCSC Genome Browser:NM_002654, UniProtKB:P14618"
PBX/knotted 1 homeobox 1,PKNOX1,"Comparative Toxicogenomics Database:5316, Ensembl:ENSG00000160199, GenAtlas:PKNOX1, GeneCard:PKNOX1, HGNC:HGNC:9022, HumanCyc Gene:HS08460, ModBase:P55347, NCBI Gene:5316, OMIM:602100, RefSeq DNA:NT_011515, RefSeq Protein:NP_004562, RefSeq RNA:NM_004571, UCSC Genome Browser:NM_004571, UniProtKB:P55347, UniProtKB:Q6PKH2, UniProtKB:Q96I87"
plakophilin 1,PKP1,"Comparative Toxicogenomics Database:5317, Ensembl:ENSG00000081277, GenAtlas:PKP1, GeneCard:PKP1, HGNC:HGNC:9023, HumanCyc Gene:HS01392, ModBase:Q13835, NCBI Gene:5317, OMIM:601975, OMIM:604536, RefSeq DNA:NG_023337, RefSeq DNA:NT_004487, RefSeq Protein:NP_000290, RefSeq Protein:NP_001005337, RefSeq RNA:NM_000299, RefSeq RNA:NM_001005337, UCSC Genome Browser:NM_000299, UniProtKB:Q13835"
phospholipase A2 group IB,PLA2G1B,"Comparative Toxicogenomics Database:5319, Ensembl:ENSG00000170890, GenAtlas:PLA2G1B, GeneCard:PLA2G1B, HGNC:HGNC:9030, HumanCyc Gene:HS10199, ModBase:P04054, NCBI Gene:5319, OMIM:172410, RefSeq DNA:NT_009775, RefSeq Protein:NP_000919, RefSeq RNA:NM_000928, UCSC Genome Browser:NM_000928, UniProtKB:P04054"
phospholipase A2 group IIA,PLA2G2A,"Comparative Toxicogenomics Database:5320, Ensembl:ENSG00000188257, GenAtlas:PLA2G2A, GeneCard:PLA2G2A, HGNC:HGNC:9031, HumanCyc Gene:HS05099, ModBase:P14555, NCBI Gene:5320, OMIM:114500, OMIM:172411, RefSeq DNA:NG_012928, RefSeq DNA:NT_004610, RefSeq Protein:NP_000291, RefSeq Protein:NP_001155199, RefSeq Protein:NP_001155200, RefSeq Protein:NP_001155201, RefSeq RNA:NM_000300, RefSeq RNA:NM_001161727, RefSeq RNA:NM_001161728, RefSeq RNA:NM_001161729, UCSC Genome Browser:NM_000300, UniProtKB:P14555"
phospholipase A2 group IVA,PLA2G4A,"Comparative Toxicogenomics Database:5321, Ensembl:ENSG00000116711, GenAtlas:PLA2G4A, GeneCard:PLA2G4A, HGNC:HGNC:9035, HumanCyc Gene:HS04039, ModBase:P47712, NCBI Gene:5321, OMIM:600522, RefSeq DNA:NG_012203, RefSeq DNA:NT_004487, RefSeq Protein:NP_077734, RefSeq RNA:NM_024420, UCSC Genome Browser:NM_024420, UniProtKB:P47712"
PLAG1 zinc finger,PLAG1,"Comparative Toxicogenomics Database:5324, Ensembl:ENSG00000181690, GenAtlas:PLAG1, GeneCard:PLAG1, HGNC:HGNC:9045, HumanCyc Gene:HS11646, ModBase:Q6DJT9, NCBI Gene:5324, OMIM:181030, OMIM:603026, RefSeq DNA:NG_023310, RefSeq DNA:NT_008183, RefSeq Protein:NP_001108106, RefSeq Protein:NP_001108107, RefSeq Protein:NP_002646, RefSeq RNA:NM_001114634, RefSeq RNA:NM_001114635, RefSeq RNA:NM_002655, UCSC Genome Browser:NM_002655, UniProtKB:B4DLC2, UniProtKB:Q6DJT9"
PLAG1 like zinc finger 1,PLAGL1,"Comparative Toxicogenomics Database:5325, Ensembl:ENSG00000118495, GenAtlas:PLAGL1, GeneCard:PLAGL1, HGNC:HGNC:9046, HumanCyc Gene:HS04222, ModBase:Q9UM63, NCBI Gene:5325, OMIM:601410, OMIM:603044, RefSeq DNA:NG_009384, RefSeq DNA:NT_025741, RefSeq Protein:NP_001074420, RefSeq Protein:NP_001074421, RefSeq Protein:NP_001074422, RefSeq Protein:NP_001074423, RefSeq Protein:NP_001074424, RefSeq Protein:NP_001074425, RefSeq Protein:NP_002647, RefSeq Protein:NP_006709, RefSeq RNA:NM_001080951, RefSeq RNA:NM_001080952, RefSeq RNA:NM_001080953, RefSeq RNA:NM_001080954, RefSeq RNA:NM_001080955, RefSeq RNA:NM_001080956, RefSeq RNA:NM_002656, RefSeq RNA:NM_006718, UCSC Genome Browser:NM_002656, UniProtKB:A1YLA1, UniProtKB:Q9UM63"
PLAG1 like zinc finger 2,PLAGL2,"Comparative Toxicogenomics Database:5326, Ensembl:ENSG00000126003, GenAtlas:PLAGL2, GeneCard:PLAGL2, HGNC:HGNC:9047, HumanCyc Gene:HS04987, ModBase:Q9UPG8, NCBI Gene:5326, OMIM:604866, RefSeq DNA:NT_011362, RefSeq Protein:NP_002648, RefSeq RNA:NM_002657, UCSC Genome Browser:NM_002657, UniProtKB:Q9UPG8"
"plasminogen activator, urokinase",PLAU,"Comparative Toxicogenomics Database:5328, Ensembl:ENSG00000122861, GenAtlas:PLAU, GeneCard:PLAU, HGNC:HGNC:9052, HumanCyc Gene:HS04608, ModBase:P00749, NCBI Gene:5328, OMIM:104300, OMIM:191840, RefSeq DNA:NG_011904, RefSeq DNA:NT_030059, RefSeq Protein:NP_001138503, RefSeq Protein:NP_002649, RefSeq RNA:NM_001145031, RefSeq RNA:NM_002658, UCSC Genome Browser:NM_002658, UniProtKB:P00749, UniProtKB:Q59GZ8"
"plasminogen activator, urokinase receptor",PLAUR,"Comparative Toxicogenomics Database:5329, Ensembl:ENSG00000011422, GenAtlas:PLAUR, GeneCard:PLAUR, HGNC:HGNC:9053, HumanCyc Gene:HS00316, ModBase:Q9UEA6, NCBI Gene:5329, OMIM:173391, RefSeq DNA:NT_011109, RefSeq Protein:NP_001005376, RefSeq Protein:NP_001005377, RefSeq Protein:NP_002650, RefSeq RNA:NM_001005376, RefSeq RNA:NM_001005377, RefSeq RNA:NM_002659, UCSC Genome Browser:NM_002659, UniProtKB:Q03405"
phospholipase C beta 2,PLCB2,"Comparative Toxicogenomics Database:5330, Ensembl:ENSG00000137841, GenAtlas:PLCB2, GeneCard:PLCB2, HGNC:HGNC:9055, HumanCyc Gene:HS06408, ModBase:Q00722, NCBI Gene:5330, OMIM:604114, RefSeq DNA:NT_010194, RefSeq Protein:NP_004564, RefSeq RNA:NM_004573, UCSC Genome Browser:NM_004573, UniProtKB:Q00722, UniProtKB:Q59F77"
phospholipase C like 1 (inactive),PLCL1,"Comparative Toxicogenomics Database:5334, Ensembl:ENSG00000115896, GenAtlas:PLCL1, GeneCard:PLCL1, HGNC:HGNC:9063, HumanCyc Gene:HS03949, ModBase:Q15111, NCBI Gene:5334, OMIM:600597, RefSeq DNA:NT_005403, RefSeq Protein:NP_001108133, RefSeq Protein:NP_006217, RefSeq RNA:NM_001114661, RefSeq RNA:NM_006226, UCSC Genome Browser:NM_006226, UniProtKB:Q15111"
sperm autoantigenic protein 17,SPA17,"Comparative Toxicogenomics Database:53340, Ensembl:ENSG00000064199, GenAtlas:SPA17, GeneCard:SPA17, HGNC:HGNC:11210, HumanCyc Gene:HS00794, ModBase:Q15506, NCBI Gene:53340, OMIM:608621, RefSeq DNA:NT_033899, RefSeq Protein:NP_059121, RefSeq RNA:NM_017425, UCSC Genome Browser:NM_017425, UniProtKB:Q15506"
nudix hydrolase 9,NUDT9,"Comparative Toxicogenomics Database:53343, Ensembl:ENSG00000170502, GenAtlas:NUDT9, GeneCard:NUDT9, HGNC:HGNC:8056, HumanCyc Gene:HS10140, NCBI Gene:53343, OMIM:606022, RefSeq DNA:NT_016354, RefSeq Protein:NP_076952, RefSeq Protein:NP_932155, RefSeq RNA:NM_024047, RefSeq RNA:NM_198038, UCSC Genome Browser:NM_024047, UniProtKB:Q8NG26, UniProtKB:Q96KB3, UniProtKB:Q9BW91"
zinc finger FYVE-type containing 1,ZFYVE1,"Comparative Toxicogenomics Database:53349, Ensembl:ENSG00000165861, GeneCard:ZFYVE1, HGNC:HGNC:13180, ModBase:Q9HBF4, NCBI Gene:53349, OMIM:605471, RefSeq DNA:NT_026437, RefSeq Protein:NP_067083, RefSeq Protein:NP_848535, RefSeq RNA:NM_021260, RefSeq RNA:NM_178441, UCSC Genome Browser:NM_021260, UniProtKB:Q9HBF4"
phospholipase C gamma 1,PLCG1,"Comparative Toxicogenomics Database:5335, Ensembl:ENSG00000124181, GenAtlas:PLCG1, GeneCard:PLCG1, HGNC:HGNC:9065, HumanCyc Gene:HS04729, ModBase:P19174, NCBI Gene:5335, OMIM:172420, RefSeq DNA:NT_011362, RefSeq Protein:NP_002651, RefSeq Protein:NP_877963, RefSeq RNA:NM_002660, RefSeq RNA:NM_182811, UCSC Genome Browser:NM_002660, UniProtKB:A2A284, UniProtKB:P19174, UniProtKB:Q4LE43"
pantothenate kinase 1,PANK1,"Comparative Toxicogenomics Database:53354, Ensembl:ENSG00000152782, GeneCard:PANK1, HGNC:HGNC:8598, HumanCyc Gene:HS07852, ModBase:Q8TE04, NCBI Gene:53354, OMIM:606160, RefSeq DNA:NT_030059, RefSeq Protein:NP_612189, RefSeq Protein:NP_683878, RefSeq Protein:NP_683879, RefSeq RNA:NM_138316, RefSeq RNA:NM_148977, RefSeq RNA:NM_148978, UCSC Genome Browser:NM_138316, UniProtKB:Q8TE04"
SHC adaptor protein 3,SHC3,"Comparative Toxicogenomics Database:53358, Ensembl:ENSG00000148082, GeneCard:SHC3, HGNC:HGNC:18181, HumanCyc Gene:HS07489, ModBase:Q92529, NCBI Gene:53358, OMIM:605263, RefSeq DNA:NT_008470, RefSeq Protein:NP_058544, RefSeq RNA:NM_016848, UniProtKB:Q92529"
two pore segment channel 1,TPCN1,"Comparative Toxicogenomics Database:53373, Ensembl:ENSG00000186815, GeneCard:TPCN1, HGNC:HGNC:18182, IUPHAR Receptor:392, ModBase:Q9ULQ1, NCBI Gene:53373, OMIM:609666, RefSeq DNA:NT_009775, RefSeq Protein:NP_001137291, RefSeq Protein:NP_060371, RefSeq RNA:NM_001143819, RefSeq RNA:NM_017901, UniProtKB:Q9ULQ1"
plectin,PLEC,"Comparative Toxicogenomics Database:5339, Ensembl:ENSG00000178209, GenAtlas:PLEC1, GeneCard:PLEC, GeneCard:PLEC1, HGNC:HGNC:9069, HumanCyc Gene:HS11263, ModBase:Q15149, NCBI Gene:5339, OMIM:131950, OMIM:226670, OMIM:601282, OMIM:612138, RefSeq DNA:NG_012492, RefSeq DNA:NT_008046, RefSeq DNA:NT_023684, RefSeq Protein:NP_000436, RefSeq Protein:NP_958780, RefSeq Protein:NP_958781, RefSeq Protein:NP_958782, RefSeq Protein:NP_958783, RefSeq Protein:NP_958784, RefSeq Protein:NP_958785, RefSeq Protein:NP_958786, RefSeq RNA:NM_000445, RefSeq RNA:NM_201378, RefSeq RNA:NM_201379, RefSeq RNA:NM_201380, RefSeq RNA:NM_201381, RefSeq RNA:NM_201382, RefSeq RNA:NM_201383, RefSeq RNA:NM_201384, UCSC Genome Browser:NM_000445, UniProtKB:Q15149"
syntaxin 18,STX18,"Comparative Toxicogenomics Database:53407, Ensembl:ENSG00000168818, GenAtlas:STX18, GeneCard:STX18, HGNC:HGNC:15942, HumanCyc Gene:HS09829, ModBase:Q9P2W9, NCBI Gene:53407, OMIM:606046, RefSeq DNA:NT_006051, RefSeq Protein:NP_058626, RefSeq RNA:NM_016930, UCSC Genome Browser:NM_016930, UniProtKB:Q9P2W9"
pleckstrin,PLEK,"Comparative Toxicogenomics Database:5341, Ensembl:ENSG00000115956, GenAtlas:PLEK, GeneCard:PLEK, HGNC:HGNC:9070, HumanCyc Gene:HS03959, ModBase:P08567, NCBI Gene:5341, OMIM:173570, RefSeq DNA:NT_022184, RefSeq Protein:NP_002655, RefSeq RNA:NM_002664, UCSC Genome Browser:NM_002664, UniProtKB:P08567"
plasminogen like B1,PLGLB1,"Comparative Toxicogenomics Database:5343, Ensembl:ENSG00000125551, Ensembl:ENSG00000183281, GenAtlas:PLGLB1, GeneCard:PLGLB1, HGNC:HGNC:9072, NCBI Gene:5343, OMIM:173340, RefSeq DNA:NT_022184, RefSeq Protein:NP_001027564, RefSeq RNA:NM_001032392, UCSC Genome Browser:NM_002665, UniProtKB:Q02325"
serpin family F member 2,SERPINF2,"Comparative Toxicogenomics Database:5345, Ensembl:ENSG00000167711, GenAtlas:SERPINF2, GeneCard:SERPINF2, HGNC:HGNC:9075, HumanCyc Gene:HS09613, ModBase:P08697, NCBI Gene:5345, OMIM:262850, OMIM:613168, RefSeq DNA:NG_013215, RefSeq DNA:NT_010718, RefSeq Protein:NP_000925, RefSeq Protein:NP_001159392, RefSeq Protein:NP_001159393, RefSeq RNA:NM_000934, RefSeq RNA:NM_001165920, RefSeq RNA:NM_001165921, UCSC Genome Browser:NM_000934, UniProtKB:B4E1B7, UniProtKB:P08697"
polo like kinase 1,PLK1,"Comparative Toxicogenomics Database:5347, Ensembl:ENSG00000166851, GenAtlas:PLK1, GeneCard:PLK1, HGNC:HGNC:9077, HumanCyc Gene:HS09461, ModBase:P53350, NCBI Gene:5347, OMIM:602098, RefSeq DNA:NT_010393, RefSeq Protein:NP_005021, RefSeq RNA:NM_005030, UCSC Genome Browser:NM_005030, UniProtKB:P53350"
phospholamban,PLN,"Comparative Toxicogenomics Database:5350, Ensembl:ENSG00000198523, GenAtlas:PLN, GeneCard:PLN, HGNC:HGNC:9080, ModBase:P26678, NCBI Gene:5350, OMIM:172405, OMIM:609909, RefSeq DNA:NG_009082, RefSeq DNA:NT_025741, RefSeq Protein:NP_002658, RefSeq RNA:NM_002667, UCSC Genome Browser:NM_002667, UniProtKB:P26678, UniProtKB:Q5R352"
"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,"Comparative Toxicogenomics Database:5351, Ensembl:ENSG00000083444, GenAtlas:PLOD1, GeneCard:PLOD1, HGNC:HGNC:9081, HumanCyc Gene:HS01440, ModBase:Q02809, NCBI Gene:5351, OMIM:153454, OMIM:225400, OMIM:601451, RefSeq DNA:NG_008159, RefSeq DNA:NT_021937, RefSeq Protein:NP_000293, RefSeq RNA:NM_000302, UCSC Genome Browser:NM_000302, UniProtKB:Q02809"
"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",PLOD2,"Comparative Toxicogenomics Database:5352, Ensembl:ENSG00000152952, GenAtlas:PLOD2, GeneCard:PLOD2, HGNC:HGNC:9082, HumanCyc Gene:HS07866, ModBase:O00469, NCBI Gene:5352, OMIM:601865, OMIM:609220, RefSeq DNA:NG_009251, RefSeq DNA:NT_005612, RefSeq Protein:NP_000926, RefSeq Protein:NP_891988, RefSeq RNA:NM_000935, RefSeq RNA:NM_182943, UCSC Genome Browser:NM_000935, UniProtKB:O00469, UniProtKB:Q59ED2"
proteolipid protein 1,PLP1,"Comparative Toxicogenomics Database:5354, Ensembl:ENSG00000123560, GenAtlas:PLP1, GeneCard:PLP1, HGNC:HGNC:9086, HumanCyc Gene:HS04669, ModBase:P60201, NCBI Gene:5354, OMIM:300401, OMIM:312080, OMIM:312920, RefSeq DNA:NG_008863, RefSeq DNA:NT_011651, RefSeq Protein:NP_000524, RefSeq Protein:NP_001122306, RefSeq Protein:NP_955772, RefSeq RNA:NM_000533, RefSeq RNA:NM_001128834, RefSeq RNA:NM_199478, UCSC Genome Browser:NM_000533, UniProtKB:A8K9L3, UniProtKB:P60201"
proteolipid protein 2,PLP2,"Comparative Toxicogenomics Database:5355, Ensembl:ENSG00000102007, GenAtlas:PLP2, GeneCard:PLP2, HGNC:HGNC:9087, HumanCyc Gene:HS02333, NCBI Gene:5355, OMIM:300112, RefSeq DNA:NG_016420, RefSeq DNA:NT_079573, RefSeq Protein:NP_002659, RefSeq RNA:NM_002668, UCSC Genome Browser:NM_002668, UniProtKB:Q04941"
pleiotropic regulator 1,PLRG1,"Comparative Toxicogenomics Database:5356, Ensembl:ENSG00000171566, GenAtlas:PLRG1, GeneCard:PLRG1, HGNC:HGNC:9089, HumanCyc Gene:HS10345, ModBase:O43660, NCBI Gene:5356, OMIM:605961, RefSeq DNA:NT_016354, RefSeq Protein:NP_001188493, RefSeq Protein:NP_002660, RefSeq RNA:NM_001201564, RefSeq RNA:NM_002669, UCSC Genome Browser:NM_002669, UniProtKB:O43660"
plastin 1,PLS1,"Comparative Toxicogenomics Database:5357, Ensembl:ENSG00000120756, GenAtlas:PLS1, GeneCard:PLS1, HGNC:HGNC:9090, HumanCyc Gene:HS04433, ModBase:Q14651, NCBI Gene:5357, OMIM:602734, RefSeq DNA:NT_005612, RefSeq Protein:NP_001138791, RefSeq Protein:NP_001165783, RefSeq Protein:NP_002661, RefSeq RNA:NM_001145319, RefSeq RNA:NM_001172312, RefSeq RNA:NM_002670, UCSC Genome Browser:NM_002670, UniProtKB:Q14651"
